name,sourcefile,cloneof,year,manufacturer,status
m4rhogc,mpu4sw.cpp,,199?,Barcrest,preliminary
m4rhogc__a,mpu4sw.cpp,m4rhogc,199?,Barcrest,preliminary
m4rhogc__b,mpu4sw.cpp,m4rhogc,199?,Barcrest,preliminary
m4rhogr1,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr1c,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr1d,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr1k,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr1k_a,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr1y,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr1yd,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr2,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr2c,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr2d,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr2k,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr2y,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr2yd,mpu4sw.cpp,m4rhog,1994,Bwb,preliminary
m4rhogr3,mpu4sw.cpp,m4rhog,1995,Bwb,preliminary
m4rhogr6ad,mpu4sw.cpp,m4rhog,1991,Barcrest,preliminary
m4rhogr6b,mpu4sw.cpp,m4rhog,1991,Barcrest,preliminary
m4rhogr6c,mpu4sw.cpp,m4rhog,1991,Barcrest,preliminary
m4rhogr6d,mpu4sw.cpp,m4rhog,1991,Barcrest,preliminary
m4rhogr6k,mpu4sw.cpp,m4rhog,1991,Barcrest,preliminary
m4rhogr6y,mpu4sw.cpp,m4rhog,1991,Barcrest,preliminary
m4rhogr6y_a,mpu4sw.cpp,m4rhog,1991,Barcrest,preliminary
m4rhogr6yd,mpu4sw.cpp,m4rhog,1991,Barcrest,preliminary
m4rhr,mpu4sw.cpp,,199?,Barcrest,preliminary
m4rhr__0,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__1,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__2,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__3,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__4,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__5,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__6,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__7,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__8,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__9,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__a,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__a0,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__a1,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__a2,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__a3,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__a4,mpu4sw.cpp,m4rhr,1991,Barcrest,preliminary
m4rhr__aa,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ab,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ac,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ad,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ae,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__af,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ag,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ah,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ai,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__aj,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ak,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__al,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__am,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__an,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ao,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ap,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__aq,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ar,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__as,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__at,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__au,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__av,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__aw,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ax,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__ay,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__az,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__b,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__c,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__d,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__e,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__f,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__g,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__h,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__i,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__j,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__k,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__l,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__m,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__n,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__o,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__p,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__q,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__r,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__s,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__t,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__u,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__v,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__w,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__x,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__y,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhr__z,mpu4sw.cpp,m4rhr,199?,Barcrest,preliminary
m4rhrc,mpu4sw.cpp,,199?,Barcrest,preliminary
m4rhrc__0,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__1,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__2,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__3,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__4,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__5,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__6,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__7,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__8,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__a,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__aa,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__b,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__c,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__d,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__e,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__f,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__g,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__h,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__i,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__j,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__k,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__l,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__m,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__n,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__o,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__p,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__q,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__r,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__s,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__t,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__u,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__v,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__w,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__x,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__y,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrc__z,mpu4sw.cpp,m4rhrc,199?,Barcrest,preliminary
m4rhrcl,mpu4sw.cpp,,199?,Barcrest,preliminary
m4rhrcl__a,mpu4sw.cpp,m4rhrcl,199?,Barcrest,preliminary
m4rhrcl__b,mpu4sw.cpp,m4rhrcl,199?,Barcrest,preliminary
m4rhrcl__c,mpu4sw.cpp,m4rhrcl,199?,Barcrest,preliminary
m4rhrock,mpu4misc.cpp,,199?,Qps,preliminary
m4rhrock__a,mpu4misc.cpp,m4rhrock,199?,Qps,preliminary
m4rhs,mpu4sw.cpp,,199?,Bwb / Barcrest,preliminary
m4rhs__a,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__b,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__c,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__d,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__e,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__f,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__g,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__h,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__i,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__j,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__k,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhs__l,mpu4sw.cpp,m4rhs,199?,Bwb / Barcrest,preliminary
m4rhwhl,mpu4misc.cpp,,199?,Qps,preliminary
m4rhwhl__a,mpu4misc.cpp,m4rhwhl,199?,Qps,preliminary
m4rhwhl__b,mpu4misc.cpp,m4rhwhl,199?,Qps,preliminary
m4rhwhl__c,mpu4misc.cpp,m4rhwhl,199?,Qps,preliminary
m4richfm,mpu4sw.cpp,,199?,Barcrest,preliminary
m4richfm__0,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__1,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__2,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__3,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__a,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__b,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__c,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__d,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__e,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__f,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__g,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__h,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__i,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__j,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__k,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__l,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__m,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__n,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__o,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__p,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__q,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__r,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__s,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__t,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__u,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__v,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__w,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__x,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__y,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4richfm__z,mpu4sw.cpp,m4richfm,199?,Barcrest,preliminary
m4ringfr,mpu4.cpp,,199?,Barcrest,preliminary
m4riocr,mpu4crystal.cpp,,199?,Crystal,preliminary
m4riocra,mpu4crystal.cpp,m4riocr,199?,Crystal,preliminary
m4riotrp,mpu4.cpp,,199?,<unknown>,preliminary
m4rlpick,mpu4crystal.cpp,,199?,Crystal,preliminary
m4rlpicka,mpu4crystal.cpp,m4rlpick,199?,Crystal,preliminary
m4rlpickb,mpu4crystal.cpp,m4rlpick,199?,Crystal,preliminary
m4rlpickc,mpu4crystal.cpp,m4rlpick,199?,Crystal,preliminary
m4rltst,mpu4.cpp,,198?,Barcrest,preliminary
m4rmg,mpu4.cpp,,199?,<unknown>,preliminary
m4rmtp,mpu4avan.cpp,,199?,Avantime?,preliminary
m4rmtp__a,mpu4avan.cpp,m4rmtp,199?,Avantime?,preliminary
m4rmtp__b,mpu4avan.cpp,m4rmtp,199?,Avantime?,preliminary
m4rmtp__c,mpu4avan.cpp,m4rmtp,199?,Avantime?,preliminary
m4rmtp__d,mpu4avan.cpp,m4rmtp,199?,Avantime?,preliminary
m4rmtp__e,mpu4avan.cpp,m4rmtp,199?,Avantime?,preliminary
m4rmtp__f,mpu4avan.cpp,m4rmtp,199?,Avantime?,preliminary
m4rmtp__g,mpu4avan.cpp,m4rmtp,199?,Avantime?,preliminary
m4rmtpd,mpu4avan.cpp,,199?,Avantime?,preliminary
m4rmtpd__0,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__1,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__2,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__3,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__4,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__5,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__6,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__7,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__8,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__9,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__a,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__aa,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__ab,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__ac,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__ad,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__ae,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__af,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__ag,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__ah,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__ai,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__aj,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__ak,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__al,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__am,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__b,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__c,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__d,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__e,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__f,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__g,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__h,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__i,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__j,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__k,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__l,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__m,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__n,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__o,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__p,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__q,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__r,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__s,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__t,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__u,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__v,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__w,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__x,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__y,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4rmtpd__z,mpu4avan.cpp,m4rmtpd,199?,Avantime?,preliminary
m4roadrn,mpu4.cpp,,199?,Barcrest,preliminary
m4robo,mpu4avan.cpp,,199?,Avantime?,preliminary
m4robo__0,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__1,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__2,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__3,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__4,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__5,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__6,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__7,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__8,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__9,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__a,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__aa,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__ab,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__b,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__c,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__d,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__e,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__f,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__g,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__h,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__i,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__j,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__k,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__l,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__m,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__n,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__o,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__p,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__q,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__r,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__s,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__t,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__u,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__v,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__w,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__x,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__y,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4robo__z,mpu4avan.cpp,m4robo,199?,Avantime?,preliminary
m4rockmn,mpu4sw.cpp,,199?,Barcrest,preliminary
m4rockmn__a,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rockmn__b,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rockmn__c,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rockmn__d,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rockmn__e,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rockmn__f,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rockmn__g,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rockmn__h,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rockmn__i,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rockmn__j,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rockmn__k,mpu4sw.cpp,m4rockmn,199?,Barcrest,preliminary
m4rotex,mpu4union.cpp,,199?,Union,preliminary
m4royjwl,mpu4.cpp,,199?,Barcrest,preliminary
m4rsg,mpu4mod2sw.cpp,,199?,Barcrest,preliminary
m4rsga,mpu4mod2sw.cpp,m4rsg,199?,Barcrest,preliminary
m4runawy,mpu4mod2sw.cpp,,199?,Barcrest,preliminary
m4runawyb,mpu4mod2sw.cpp,m4runawy,199?,Barcrest,preliminary
m4rwb,mpu4.cpp,,199?,Barcrest,preliminary
m4safar,mpu4mdm.cpp,,199?,Mdm,preliminary
m4salsa,mpu4.cpp,,199?,Barcrest,preliminary
m4samu,mpu4mod2sw.cpp,,199?,Barcrest,preliminary
m4sayno,mpu4mod4yam.cpp,,199?,Barcrest,preliminary
m4sayno__a,mpu4mod4yam.cpp,m4sayno,199?,Barcrest,preliminary
m4sayno__b,mpu4mod4yam.cpp,m4sayno,199?,Barcrest,preliminary
m4sayno__c,mpu4mod4yam.cpp,m4sayno,199?,Barcrest,preliminary
m4sayno__d,mpu4mod4yam.cpp,m4sayno,199?,Barcrest,preliminary
m4sb5,mpu4mod2sw.cpp,m4sunset,199?,Barcrest,preliminary
m4sbx,mpu4.cpp,,199?,AET/Coinworld,preliminary
m4sbxa,mpu4.cpp,m4sbx,199?,AET/Coinworld,preliminary
m4sbxb,mpu4.cpp,m4sbx,199?,AET/Coinworld,preliminary
m4sbxc,mpu4.cpp,m4sbx,199?,AET/Coinworld,preliminary
m4sbxd,mpu4.cpp,m4sbx,199?,AET/Coinworld,preliminary
m4sbxe,mpu4.cpp,m4sbx,199?,AET/Coinworld,preliminary
m4screw,mpu4misc.cpp,,199?,Global,preliminary
m4screwa,mpu4misc.cpp,m4screw,199?,Global,preliminary
m4screwb,mpu4misc.cpp,m4screw,199?,Global,preliminary
m4screwp,mpu4misc.cpp,m4screw,199?,Global,preliminary
m4sctagt,mpu4.cpp,,199?,Nova,preliminary
m4sdquid,mpu4misc.cpp,,199?,Qps,preliminary
m4sdquid__a,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4sdquid__b,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4sdquid__c,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4sdquid__d,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4sdquid__e,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4sdquid__f,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4sdquid__g,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4sdquid__h,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4sdquid__i,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4sdquid__j,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4sdquid__k,mpu4misc.cpp,m4sdquid,199?,Qps,preliminary
m4select,mpu4union.cpp,,199?,Union,preliminary
m4sgrab,mpu4mod2sw.cpp,,199?,Barcrest,preliminary
m4sgraba,mpu4mod2sw.cpp,m4sgrab,199?,Barcrest,preliminary
m4sgrabb,mpu4mod2sw.cpp,m4sgrab,199?,Barcrest,preliminary
m4shkwav,mpu4misc.cpp,,199?,Qps,preliminary
m4shkwav__a,mpu4misc.cpp,m4shkwav,199?,Qps,preliminary
m4shkwav__b,mpu4misc.cpp,m4shkwav,199?,Qps,preliminary
m4shkwav__c,mpu4misc.cpp,m4shkwav,199?,Qps,preliminary
m4shkwav__d,mpu4misc.cpp,m4shkwav,199?,Qps,preliminary
m4shkwav__e,mpu4misc.cpp,m4shkwav,199?,Qps,preliminary
m4shkwav__f,mpu4misc.cpp,m4shkwav,199?,Qps,preliminary
m4shkwav__g,mpu4misc.cpp,m4shkwav,199?,Qps,preliminary
