name,sourcefile,cloneof,year,manufacturer,status
musicbal,speedbal.cpp,,1988,Tecfri / Desystem S.A.,good
mustache,mustache.cpp,,1987,Seibu Kaihatsu (March license),good
mv4in1,ltcasino.cpp,ltcasino,1983,"Entertainment Enterprises, Ltd.",preliminary
mvp,segas16b.cpp,,1989,Sega,good
mvpd,segas16b.cpp,mvp,1989,bootleg,good
mvpj,segas16b.cpp,mvp,1989,Sega,good
mvpjd,segas16b.cpp,mvp,1989,bootleg,good
mwcbaseb,hh_hmcs40.cpp,,1980,Mattel,good
mx10,msx.cpp,,1984,Casio,good
mx101,msx.cpp,mx10,1984,Casio,good
mx15,msx.cpp,mx10,1984,Casio,good
mx1600,coco12.cpp,coco,1984,Dynacom,good
mx2178,mx2178.cpp,,1984,Memorex,preliminary
mx5000,flkatck.cpp,,1987,Konami,good
mx64,msx.cpp,,1984,Yeno,good
myb3k,myb3k.cpp,,1982,Panasonic,preliminary
mycom,mycom.cpp,,1981,Japan Electronics College,preliminary
myhero,system1.cpp,,1985,Coreland / Sega,good
myherok,system1.cpp,myhero,1985,Coreland / Sega,good
myqbert,gottlieb.cpp,qbert,1982,Gottlieb,imperfect
mystic,by35.cpp,,1980,Bally,preliminary
mysticm,williams.cpp,,1983,Williams,good
mysticmp,williams.cpp,mysticm,1983,Williams,good
myststar,by35.cpp,,1984,Zaccaria,preliminary
mystston,mystston.cpp,,1984,Technos Japan,good
myststono,mystston.cpp,mystston,1984,Technos Japan,good
myststonoi,mystston.cpp,mystston,1984,Technos Japan,good
myvision,myvision.cpp,,1983,Nichibutsu,good
mz1500,mz700.cpp,,1984,Sharp,preliminary
mz2000,mz2000.cpp,mz80b,1982,Sharp,preliminary
mz2200,mz2000.cpp,mz80b,1982,Sharp,preliminary
mz2500,mz2500.cpp,,1985,Sharp,imperfect
mz2520,mz2500.cpp,mz2500,1985,Sharp,imperfect
mz700,mz700.cpp,,1982,Sharp,good
mz700j,mz700.cpp,mz700,1982,Sharp,good
mz800,mz700.cpp,,1984,Sharp,preliminary
mz80a,mz80.cpp,,1982,Sharp,good
mz80b,mz80.cpp,,1981,Sharp,preliminary
mzr8105,mzr8105.cpp,,1987,Mizar Inc,preliminary
nametune,balsente.cpp,,1986,Bally/Sente,good
nametune2,balsente.cpp,nametune,1986,Bally/Sente,good
nano,tmc1800.cpp,tmc2000,1980,OSCOM Oy,preliminary
nanos,nanos.cpp,,1985,Ingenieurhochschule fur Seefahrt Warnemunde/Wustrow,preliminary
narc,midyunit.cpp,,1988,Williams,good
narc2,midyunit.cpp,narc,1988,Williams,good
narc3,midyunit.cpp,narc,1988,Williams,good
nascom2c,nascom1.cpp,nascom2,1980,Nascom Microcomputers,good
nastar,taito_b.cpp,,1988,Taito Corporation Japan,good
nastarw,taito_b.cpp,nastar,1988,Taito America Corporation,good
natodef,thief.cpp,,1982,Pacific Novelty,good
natodefa,thief.cpp,natodef,1982,Pacific Novelty,good
natsuiro,fromance.cpp,mjnatsu,1989,Video System Co.,good
naughtyb,naughtyb.cpp,,1982,Jaleco,good
naughtyba,naughtyb.cpp,naughtyb,1982,bootleg,good
naughtybc,naughtyb.cpp,naughtyb,1982,Jaleco (Cinematronics license),good
nautilus,play_5.cpp,,1984,Playmatic,preliminary
navarone,warpwarp.cpp,,1980,Namco,imperfect
neat,at.cpp,ibm5170,1989,<generic>,preliminary
nectk85,tk80.cpp,tk80,1980,Nippon Electronic Company,good
neiva,pk8020.cpp,korvet,1987,<unknown>,good
nekkyoku,fromance.cpp,,1988,Video System Co.,imperfect
nemesis,nemesis.cpp,,1985,Konami,good
nemesisp,peyper.cpp,,1986,Peyper,preliminary
nemesisuk,nemesis.cpp,nemesis,1985,Konami,good
nes,nes.cpp,,1985,Nintendo,imperfect
nespal,nes.cpp,nes,1987,Nintendo,imperfect
netwars,espial.cpp,,1983,Orca (Esco Trading Co license),good
newbrain,newbrain.cpp,,1981,Grundy Business Systems Ltd,preliminary
newbraina,newbrain.cpp,newbrain,1981,Grundy Business Systems Ltd,preliminary
newbraineim,newbrain.cpp,newbrain,1981,Grundy Business Systems Ltd,preliminary
newbrainmd,newbrain.cpp,newbrain,1981,Grundy Business Systems Ltd,preliminary
newpuc2,pacman.cpp,puckman,1980,hack,good
newpuc2b,pacman.cpp,puckman,1980,hack,good
newpuckx,pacman.cpp,puckman,1980,hack,good
newsin7,scramble.cpp,,1983,"ATW USA, Inc.",good
newsin7a,scramble.cpp,newsin7,1982,"ATW USA, Inc",good
newtangl,m57.cpp,troangel,1983,Irem,good
newwave,by35.cpp,blakpyra,1985,Bell Games,preliminary
next,next.cpp,,1987,Next Software Inc,preliminary
nextfase,phoenix.cpp,phoenix,1981,bootleg (Petaco S.A.),good
nflfoot,mcr.cpp,,1983,Bally Midway,preliminary
ngalsumr,nightgal.cpp,,1985,Nichibutsu,preliminary
ngen,ngen.cpp,,1983,Convergent Technologies,preliminary
ngndshkr,by35.cpp,,1980,Bally,preliminary
ngtbunny,nightgal.cpp,,1984,Nichibutsu,imperfect
nibbler,snk6502.cpp,,1982,Rock-Ola,good
nibbler6,snk6502.cpp,nibbler,1982,Rock-Ola,good
nibbler8,snk6502.cpp,nibbler,1982,Rock-Ola,good
nibblero,snk6502.cpp,nibbler,1983,Rock-Ola (Olympia license),good
nibblerp,snk6502.cpp,nibbler,1982,Rock-Ola,good
nightgal,nightgal.cpp,,1984,Nichibutsu,imperfect
nightlov,nbmj8688.cpp,,1986,Central Denshi,preliminary
nightstr,taito_z.cpp,,1989,Taito Corporation Japan,imperfect
nightstrj,taito_z.cpp,nightstr,1989,Taito Corporation,imperfect
nightstru,taito_z.cpp,nightstr,1989,Taito America Corporation,imperfect
nimbus,rmnimbus.cpp,,1986,Research Machines,good
nineball,st_mp200.cpp,,1980,Stern,preliminary
ninja,system1.cpp,seganinj,1985,Sega,good
ninjakd2,ninjakd2.cpp,,1987,UPL,good
ninjakd2a,ninjakd2.cpp,ninjakd2,1987,UPL,good
ninjakd2b,ninjakd2.cpp,ninjakd2,1987,UPL,good
ninjakd2c,ninjakd2.cpp,ninjakd2,1987,UPL,good
ninjakun,nova2001.cpp,,1984,UPL (Taito license),good
ninjaw,ninjaw.cpp,,1987,Taito Corporation Japan,good
ninjawj,ninjaw.cpp,ninjaw,1987,Taito Corporation,good
ninjawu,ninjaw.cpp,ninjaw,1987,Taito Corporation America (licensed to Romstar),good
ninjemak,galivan.cpp,,1986,Nichibutsu,preliminary
nkdodge,spdodgeb.cpp,spdodgeb,1987,Technos Japan,good
nkdodgeb,spdodgeb.cpp,spdodgeb,1987,bootleg,good
nmouse,pacman.cpp,,1981,Amenip (Palcom Queen River),good
nmouseb,pacman.cpp,nmouse,1981,Amenip Nova Games Ltd.,good
nmoves,gts80b.cpp,,1989,International Concepts,preliminary
nms801,msx.cpp,,1983,Philips,good
nms8220,msx.cpp,nms8220a,1986,Philips,good
nms8220a,msx.cpp,,1986,Philips,good
nms8245,msx.cpp,,1986,Philips,good
nms8245f,msx.cpp,nms8245,1986,Philips,good
nms8250,msx.cpp,nms8255,1986,Philips,good
nms8250f,msx.cpp,nms8255,1986,Philips,good
nms8255,msx.cpp,,1986,Philips,good
nms8255f,msx.cpp,nms8255,1986,Philips,good
nms8260,msx.cpp,,1986,Philips,preliminary
nms8280,msx.cpp,,1986,Philips,good
nms8280f,msx.cpp,nms8280,1986,Philips,good
nms8280g,msx.cpp,nms8280,1986,Philips,good
noahsark,tugboat.cpp,,1983,"Enter-Tech, Ltd.",imperfect
nob,system1.cpp,,1986,Coreland / Data East Corporation,good
nobb,system1.cpp,nob,1986,bootleg (Game Electronics),good
nomnlnd,cosmic.cpp,,1980,Universal,imperfect
nomnlndg,cosmic.cpp,nomnlnd,1980,Universal (Gottlieb license),imperfect
norautjp,norautp.cpp,norautp,1988,Noraut Ltd.,good
norautp,norautp.cpp,,1988,Noraut Ltd.,good
norautrh,norautp.cpp,,1988,Noraut Ltd.,good
norautu,norautp.cpp,,1988,Noraut Ltd.,preliminary
nova2001,nova2001.cpp,,1983,UPL,good
nova2001u,nova2001.cpp,nova2001,1983,UPL (Universal license),good
novoplay,funworld.cpp,,1986,Admiral/Novomatic,good
npc8300,kyocera.cpp,pc8201,1987,Nippon Electronic Company,preliminary
nprinces,system1.cpp,seganinj,1985,bootleg?,good
nprincesb,system1.cpp,seganinj,1985,bootleg?,good
nprinceso,system1.cpp,seganinj,1985,Sega,good
nprincesu,system1.cpp,seganinj,1985,Sega,good
nrallyx,rallyx.cpp,,1981,Namco,imperfect
nrallyxb,rallyx.cpp,nrallyx,1981,Namco,imperfect
nspirit,m72.cpp,,1988,Irem,good
nspiritj,m72.cpp,nspirit,1988,Irem,good
nstocker,balsente.cpp,,1986,Bally/Sente,good
nstocker2,balsente.cpp,nstocker,1986,Bally/Sente,good
nstrphnx,zac_2.cpp,,1987,Zaccaria,preliminary
nsub,vicdual.cpp,,1980,Sega,preliminary
numcrash,pacman.cpp,,1983,Hanshin Goraku,preliminary
nunchaku,tsamurai.cpp,ladymstr,1985,Kaneko / Taito,imperfect
nyanpani,nemesis.cpp,kittenk,1988,Konami,good
nycaptor,nycaptor.cpp,,1985,Taito,imperfect
nyny,nyny.cpp,,1980,Sigma Enterprises Inc.,imperfect
nynyg,nyny.cpp,nyny,1980,Sigma Enterprises Inc. (Gottlieb license),imperfect
ob68k1a,ob68k1a.cpp,,1982,Omnibyte,good
obaoba,taito.cpp,,1980,Taito do Brasil,preliminary
obaoba1,taito.cpp,obaoba,1980,Taito do Brasil,preliminary
octopus,octopus.cpp,,1986,Digital Microsystems,preliminary
odin,peyper.cpp,,1985,Peyper,preliminary
odin_dlx,peyper.cpp,,1985,Sonic,preliminary
odisea,peyper.cpp,,1987,Peyper,preliminary
odyssey3,odyssey2.cpp,odyssey2,1983,Magnavox,imperfect
offroad,leland.cpp,,1989,Leland Corp.,good
offroadt,leland.cpp,,1989,Leland Corp.,good
offroadt2p,leland.cpp,offroadt,1989,Leland Corp.,good
ogonsiro,gladiatr.cpp,gladiatr,1986,Allumer / Taito Corporation,good
ohpaipee,nbmj8900.cpp,,1989,Nichibutsu,imperfect
oigas,freekick.cpp,gigas,1986,bootleg,good
ojanko2,ojankohs.cpp,,1987,V-System Co.,good
ojankoc,ojankohs.cpp,,1986,V-System Co.,good
ojankohs,ojankohs.cpp,,1988,V-System Co.,good
ojankoy,ojankohs.cpp,,1986,V-System Co.,good
ojousan,nbmj8688.cpp,,1987,Nichibutsu,good
ojousanm,nbmj8688.cpp,ojousan,1987,Nichibutsu,good
okean240,okean240.cpp,,1986,<unknown>,preliminary
okean240a,okean240.cpp,okean240,1986,<unknown>,preliminary
okean240t,okean240.cpp,okean240,1986,<unknown>,preliminary
olibochu,olibochu.cpp,,1981,Irem / GDI,preliminary
olympic,jeutel.cpp,,1984,Jeutel,preliminary
olympus,jp.cpp,,1986,Juegos Populares,preliminary
omegaf,ninjakd2.cpp,,1989,UPL,good
omegafs,ninjakd2.cpp,omegaf,1989,UPL,good
omegrace,omegrace.cpp,,1981,Midway,good
omegrace2,omegrace.cpp,omegrace,1981,Midway,good
omni_l1,s4.cpp,,1980,Williams,preliminary
omotesnd,nbmj8891.cpp,,1989,Anime Tec,good
omv1000,sg1000.cpp,sg1000,1984,Tsukuda Original,good
omv2000,sg1000.cpp,sg1000,1984,Tsukuda Original,good
ondrat,ondra.cpp,,1989,Tesla,good
ondrav,ondra.cpp,ondrat,1989,ViLi,good
onna34ro,flstory.cpp,,1985,Taito,preliminary
onna34roa,flstory.cpp,onna34ro,1985,Taito,preliminary
onyx,coleco.cpp,coleco,1982,Microdigital,good
opaopa,segae.cpp,,1987,Sega,good
opwolf,opwolf.cpp,,1987,Taito Corporation Japan,imperfect
opwolfa,opwolf.cpp,opwolf,1987,Taito Corporation Japan,imperfect
opwolfb,opwolf.cpp,opwolf,1987,bootleg (Bear Corporation Korea),imperfect
opwolfj,opwolf.cpp,opwolf,1987,Taito Corporation,imperfect
opwolfu,opwolf.cpp,opwolf,1987,Taito America Corporation,imperfect
orangec,nbmj8688.cpp,,1988,Daiichi Denshi,good
orangeci,nbmj8688.cpp,orangec,1988,Daiichi Denshi,good
orao,orao.cpp,,1984,PEL Varazdin,good
orao103,orao.cpp,orao,1985,PEL Varazdin,good
orbitor1,st_mp200.cpp,,1982,Stern,preliminary
orbitron,galaxian.cpp,,1982,Signatron USA,good
ordyne,namcos2.cpp,,1988,Namco,good
ordynej,namcos2.cpp,ordyne,1988,Namco,good
oric1,oric.cpp,,1983,Tangerine,good
orica,oric.cpp,oric1,1984,Tangerine,good
osbexec,osbexec.cpp,,1982,Osborne,preliminary
osborne1,osborne1.cpp,,1981,Osborne,good
oscar,dec8.cpp,,1987,Data East Corporation,good
oscarj1,dec8.cpp,oscar,1987,Data East Corporation,good
oscarj2,dec8.cpp,oscar,1987,Data East Corporation,good
oscaru,dec8.cpp,oscar,1988,Data East USA,good
othello,othello.cpp,,1984,Success,preliminary
othunder,othunder.cpp,,1988,Taito Corporation Japan,good
othunderj,othunder.cpp,othunder,1988,Taito Corporation,good
othunderu,othunder.cpp,othunder,1988,Taito America Corporation,good
othunderuo,othunder.cpp,othunder,1988,Taito America Corporation,good
otonano,nbmj8688.cpp,,1988,Apple,good
otwalls,balsente.cpp,,1984,Bally/Sente,good
outline,cvs.cpp,radarzon,1982,Century Electronics,imperfect
outrun,segaorun.cpp,,1986,Sega,good
outrunb,segaorun.cpp,outrun,1986,bootleg,good
outrundx,segaorun.cpp,outrun,1986,Sega,good
outrundxa,segaorun.cpp,outrun,1986,Sega,good
outrundxj,segaorun.cpp,outrun,1986,Sega,good
outrunra,segaorun.cpp,outrun,1986,Sega,good
ozon1,galaxold.cpp,,1983,Proma,good
p2000m,p2000t.cpp,p2000t,1980,Philips,good
p2000t,p2000t.cpp,,1980,Philips,good
p47,megasys1.cpp,,1988,Jaleco,good
p47j,megasys1.cpp,p47,1988,Jaleco,good
p47je,megasys1.cpp,p47,1988,Jaleco,good
p500,cbm2.cpp,,1983,Commodore Business Machines,good
p500p,cbm2.cpp,p500,1983,Commodore Business Machines,good
p8000,p8k.cpp,,1989,EAW electronic Treptow,preliminary
p8000_16,p8k.cpp,p8000,1989,EAW electronic Treptow,preliminary
pacgal,pacman.cpp,mspacman,1981,hack,good
pacheart,pacman.cpp,puckman,1981,hack,good
pachifev,pachifev.cpp,,1983,Sanki Denshi Kogyo,imperfect
packmon,hh_hmcs40.cpp,,1981,Bandai,good
pacland,pacland.cpp,,1984,Namco,good
paclandj,pacland.cpp,pacland,1984,Namco,good
paclandjo,pacland.cpp,pacland,1984,Namco,good
paclandjo2,pacland.cpp,pacland,1984,Namco,good
paclandm,pacland.cpp,pacland,1984,Namco (Bally Midway license),good
paclandp,uapce.cpp,,1989,Namco,imperfect
pacman,pacman.cpp,puckman,1980,Namco (Midway license),good
pacmanbl,galaxian.cpp,puckman,1981,bootleg,good
pacmanbla,galaxian.cpp,puckman,1981,bootleg,good
pacmanf,pacman.cpp,puckman,1980,hack,good
pacmania,namcos1.cpp,,1987,Namco,good
pacmaniaj,namcos1.cpp,pacmania,1987,Namco,good
pacmaniao,namcos1.cpp,pacmania,1987,Namco,good
pacmanjpm,pacman.cpp,puckman,1981,bootleg (JPM),good
pacmod,pacman.cpp,puckman,1981,Namco (Midway license),good
pacnchmp,mappy.cpp,pacnpal,1983,Namco,good
pacnpal,mappy.cpp,,1983,Namco,good
pacnpal2,mappy.cpp,pacnpal,1983,Namco,good
pacplus,pacman.cpp,,1982,Namco (Midway license),good
pacuman,pacman.cpp,puckman,1980,bootleg (Recreativos Franco S.A.),good
paddle2,arkanoid.cpp,arkanoid,1988,bootleg,good
paddlema,alpha68k.cpp,,1988,SNK,good
paintrlr,pacman.cpp,crush,1981,bootleg,good
pairmtch,hh_hmcs40.cpp,,1984,Bandai,good
pairsnb,nbmj8891.cpp,,1989,Nichibutsu,good
pairsten,nbmj8891.cpp,pairsnb,1989,System Ten,good
pajaroes,galaxian.cpp,uniwars,1980,bootleg (PSV S.A.),good
pandoras,pandoras.cpp,,1984,Konami / Interlogic,good
pang,mitchell.cpp,,1989,Mitchell,good
pangb,mitchell.cpp,pang,1989,bootleg,good
pangb2,mitchell.cpp,pang,1989,bootleg,good
pangba,mitchell.cpp,pang,1989,bootleg,preliminary
pangbold,mitchell.cpp,pang,1989,bootleg,good
panic,cosmic.cpp,,1980,Universal,imperfect
panic2,cosmic.cpp,panic,1980,Universal,imperfect
panic3,cosmic.cpp,panic,1980,Universal,imperfect
panicger,cosmic.cpp,panic,1980,Universal (ADP Automaten license),imperfect
panich,cosmic.cpp,panic,1980,Universal,imperfect
panicr,panicr.cpp,,1986,Seibu Kaihatsu (Taito license),imperfect
panicrg,panicr.cpp,panicr,1986,Seibu Kaihatsu (Tuning license),imperfect
panther,redalert.cpp,,1981,Irem,preliminary
panthera,gts80.cpp,,1980,Gottlieb,preliminary
panzer,exidy.cpp,spectar,1980,bootleg (Proel),imperfect
paperboy,atarisy2.cpp,,1984,Atari Games,good
paperboyr1,atarisy2.cpp,paperboy,1984,Atari Games,good
paperboyr2,atarisy2.cpp,paperboy,1984,Atari Games,good
papillon,vd.cpp,,1986,Videodens,preliminary
parentj,taito_o.cpp,,1989,Taito,preliminary
partner,partner.cpp,radio86,1987,SAM SKB VM,preliminary
pasopia,pasopia.cpp,,1986,Toshiba,preliminary
pasopia7,pasopia7.cpp,,1983,Toshiba,preliminary
pasopia7lcd,pasopia7.cpp,pasopia7,1983,Toshiba,preliminary
passht4b,system16.cpp,passsht,1988,bootleg,preliminary
passsht,segas16b.cpp,,1988,Sega,good
passsht16a,segas16a.cpp,passsht,1988,Sega,good
passshta,segas16b.cpp,passsht,1988,Sega,good
passshtad,segas16b.cpp,passsht,1988,bootleg,good
passshtb,system16.cpp,passsht,1988,bootleg,preliminary
passshtd,segas16b.cpp,passsht,1988,bootleg,good
passshtj,segas16b.cpp,passsht,1988,Sega,good
passshtjd,segas16b.cpp,passsht,1988,bootleg,good
pastelg,pastelg.cpp,,1985,Nichibutsu,good
pb1000,pb1000.cpp,,1987,Casio,preliminary
pb2000c,pb1000.cpp,,1989,Casio,preliminary
pb_l2,s11a.cpp,pb_l5,1986,Williams,preliminary
pb_l3,s11a.cpp,pb_l5,1986,Williams,preliminary
pb_l5,s11a.cpp,,1986,Williams,preliminary
pb_p4,s11a.cpp,pb_l5,1986,Williams,preliminary
pbaction,pbaction.cpp,,1985,Tehkan,good
pbaction2,pbaction.cpp,pbaction,1985,Tehkan,good
pbaction3,pbaction.cpp,pbaction,1985,Tehkan,good
pbaction4,pbaction.cpp,pbaction,1985,Tehkan,good
pbaction5,pbaction.cpp,pbaction,1985,Tehkan,good
pballoon,snk6502.cpp,,1982,SNK,good
pballoonr,snk6502.cpp,pballoon,1982,SNK (Rock-Ola license),good
pbillian,superqix.cpp,,1986,Kaneko / Taito,good
pbillrd,freekick.cpp,,1987,Nihon System,good
pbillrds,freekick.cpp,pbillrd,1987,Nihon System,good
pbillrdsa,freekick.cpp,pbillrd,1987,Nihon System,good
pbqbert,hh_hmcs40.cpp,,1983,Parker Brothers,good
pc,genpc.cpp,ibm5150,1987,<generic>,good
pc1000,pc2000.cpp,,1988,Video Technology,preliminary
pc10iii,pc.cpp,ibm5150,1987,Commodore Business Machines,preliminary
pc1245,pocketc.cpp,,1982,Sharp,preliminary
pc1250,pocketc.cpp,,1982,Sharp,preliminary
pc1251,pocketc.cpp,pc1250,1982,Sharp,preliminary
pc1255,pocketc.cpp,pc1250,1982,Sharp,preliminary
pc1260,pocketc.cpp,,1982,Sharp,preliminary
pc1261,pocketc.cpp,pc1260,1982,Sharp,preliminary
pc1350,pocketc.cpp,,1984,Sharp,preliminary
pc1401,pocketc.cpp,,1983,Sharp,preliminary
pc1402,pocketc.cpp,pc1401,1984,Sharp,preliminary
pc1403,pocketc.cpp,,1986,Sharp,preliminary
pc1512,pc1512.cpp,,1986,Amstrad plc,good
pc1512dd,pc1512.cpp,pc1512,1986,Amstrad plc,good
pc1512hd10,pc1512.cpp,pc1512,1986,Amstrad plc,good
pc1512hd20,pc1512.cpp,pc1512,1986,Amstrad plc,good
pc1640,pc1512.cpp,,1987,Amstrad plc,imperfect
pc1640dd,pc1512.cpp,pc1640,1987,Amstrad plc,imperfect
pc1640hd20,pc1512.cpp,pc1640,1987,Amstrad plc,imperfect
pc1640hd30,pc1512.cpp,pc1640,1987,Amstrad plc,imperfect
pc20,amstr_pc.cpp,ibm5150,1988,Amstrad plc,preliminary
pc200,amstr_pc.cpp,ibm5150,1988,Sinclair Research Ltd,preliminary
pc2086,amstr_pc.cpp,ibm5150,1988,Amstrad plc,preliminary
pc2386,at.cpp,ibm5170,1989,Amstrad plc,preliminary
pc6001,pc6001.cpp,,1981,Nippon Electronic Company,preliminary
pc6001a,pc6001.cpp,pc6001,1981,Nippon Electronic Company,preliminary
pc6001mk2,pc6001.cpp,pc6001,1983,Nippon Electronic Company,preliminary
pc6001sr,pc6001.cpp,pc6001,1984,Nippon Electronic Company,preliminary
pc6601,pc6001.cpp,pc6001,1983,Nippon Electronic Company,preliminary
pc7000,pc.cpp,ibm5150,1985,Sharp,preliminary
pc8001mk2,pc8001.cpp,pc8001,1983,Nippon Electronic Company,preliminary
pc8201,kyocera.cpp,,1983,Nippon Electronic Company,preliminary
pc8201a,kyocera.cpp,pc8201,1983,Nippon Electronic Company,good
pc8300,zx.cpp,zx81,1984,Your Computer,preliminary
pc8401a,pc8401a.cpp,,1984,Nippon Electronic Company,preliminary
pc8500,pc8401a.cpp,,1985,Nippon Electronic Company,preliminary
pc8801,pc8801.cpp,,1981,Nippon Electronic Company,preliminary
pc8801fa,pc8801.cpp,pc8801,1987,Nippon Electronic Company,preliminary
pc8801ma,pc8801.cpp,pc8801,1987,Nippon Electronic Company,preliminary
pc8801ma2,pc8801.cpp,pc8801,1988,Nippon Electronic Company,preliminary
pc8801mc,pc8801.cpp,pc8801,1989,Nippon Electronic Company,preliminary
pc8801mh,pc8801.cpp,pc8801,1986,Nippon Electronic Company,preliminary
pc8801mk2,pc8801.cpp,pc8801,1983,Nippon Electronic Company,preliminary
pc8801mk2fr,pc8801.cpp,pc8801,1985,Nippon Electronic Company,preliminary
pc8801mk2mr,pc8801.cpp,pc8801,1985,Nippon Electronic Company,preliminary
pc8801mk2sr,pc8801.cpp,pc8801,1985,Nippon Electronic Company,preliminary
pc88va,pc88va.cpp,,1987,Nippon Electronic Company,preliminary
pc88va2,pc88va.cpp,pc88va,1988,Nippon Electronic Company,preliminary
pc9801f,pc9801.cpp,,1983,Nippon Electronic Company,preliminary
pc9801rs,pc9801.cpp,,1989,Nippon Electronic Company,preliminary
pc9801rx,pc9801.cpp,pc9801rs,1988,Nippon Electronic Company,preliminary
pc9801ux,pc9801.cpp,,1987,Nippon Electronic Company,preliminary
pc9801vm,pc9801.cpp,pc9801ux,1985,Nippon Electronic Company,preliminary
pc_1942,playch10.cpp,,1987,Capcom,imperfect
pc_bball,playch10.cpp,,1984,Nintendo of America,good
pc_bfght,playch10.cpp,,1984,Nintendo,good
pc_bstar,playch10.cpp,,1989,SNK (Nintendo of America license),imperfect
pc_cntra,playch10.cpp,,1988,Konami (Nintendo of America license),good
pc_cshwk,playch10.cpp,,1989,Rare (Nintendo of America license),good
pc_cvnia,playch10.cpp,,1987,Konami (Nintendo of America license),good
pc_dbldr,playch10.cpp,,1987,Konami (Nintendo of America license),good
pc_ddrgn,playch10.cpp,,1988,Technos Japan,good
pc_duckh,playch10.cpp,,1984,Nintendo,good
pc_ebike,playch10.cpp,,1984,Nintendo,good
pc_ftqst,playch10.cpp,,1989,Sunsoft (Nintendo of America license),good
pc_gntlt,playch10.cpp,,1985,Atari / Tengen (Nintendo of America license),imperfect
pc_golf,playch10.cpp,,1984,Nintendo,good
pc_goons,playch10.cpp,,1986,Konami,good
pc_grdue,playch10.cpp,pc_grdus,1986,Konami,good
pc_grdus,playch10.cpp,,1986,Konami,good
pc_hgaly,playch10.cpp,,1984,Nintendo,good
pc_kngfu,playch10.cpp,,1985,Irem (Nintendo license),good
pc_mario,playch10.cpp,,1983,Nintendo,good
pc_miket,playch10.cpp,,1987,Nintendo,imperfect
pc_mtoid,playch10.cpp,,1986,Nintendo,good
pc_ngaid,playch10.cpp,,1989,Tecmo (Nintendo of America license),good
pc_pinbt,playch10.cpp,,1988,Rare (Nintendo of America license),imperfect
pc_pwrst,playch10.cpp,,1986,Nintendo,good
pc_radrc,playch10.cpp,,1987,Square,good
pc_rcpam,playch10.cpp,,1987,Rare,good
pc_rnatk,playch10.cpp,,1987,Konami (Nintendo of America license),good
pc_rrngr,playch10.cpp,,1987,Capcom USA (Nintendo of America license),good
pc_rygar,playch10.cpp,,1987,Tecmo (Nintendo of America license),good
pc_smb,playch10.cpp,,1985,Nintendo,good
pc_smb2,playch10.cpp,,1988,Nintendo,good
pc_smb3,playch10.cpp,,1988,Nintendo,good
pc_tbowl,playch10.cpp,,1989,Tecmo (Nintendo of America license),good
pc_tenis,playch10.cpp,,1983,Nintendo,good
pc_tkfld,playch10.cpp,,1987,Konami (Nintendo of America license),good
pc_tmnt,playch10.cpp,,1989,Konami (Nintendo of America license),good
pc_trjan,playch10.cpp,,1986,Capcom USA (Nintendo of America license),good
pc_vball,playch10.cpp,,1986,Nintendo,good
pc_wgnmn,playch10.cpp,,1984,Nintendo,good
pcd,pcd.cpp,,1984,Siemens,preliminary
pce,pce.cpp,,1987,Nippon Electronic Company,imperfect
pcega,genpc.cpp,ibm5150,1987,<generic>,good
pcherc,genpc.cpp,ibm5150,1987,<generic>,good
pcktgal,pcktgal.cpp,,1987,Data East Corporation,good
pcktgal2,pcktgal.cpp,pcktgal,1989,Data East Corporation,good
pcktgal2j,pcktgal.cpp,pcktgal,1989,Data East Corporation,good
pcktgalb,pcktgal.cpp,pcktgal,1987,bootleg,good
pcm,pcm.cpp,,1988,Mugler/Mathes,good
pcmda,genpc.cpp,ibm5150,1987,<generic>,good
pcw8256,pcw.cpp,,1985,Amstrad plc,preliminary
pcw8512,pcw.cpp,pcw8256,1985,Amstrad plc,preliminary
pcw9256,pcw.cpp,pcw8256,1987,Amstrad plc,preliminary
pcw9512,pcw.cpp,pcw8256,1987,Amstrad plc,preliminary
pcx,pcd.cpp,pcd,1984,Siemens,preliminary
pdrift,segaybd.cpp,,1988,Sega,good
pdrifta,segaybd.cpp,pdrift,1988,Sega,good
pdrifte,segaybd.cpp,pdrift,1988,Sega,good
pdriftj,segaybd.cpp,pdrift,1988,Sega,good
pdriftl,segaybd.cpp,pdrift,1988,Sega,preliminary
pecmen,ltd.cpp,,1981,LTD,preliminary
pecom32,pecom.cpp,,1986,Ei Nis,good
pecom64,pecom.cpp,pecom32,1987,Ei Nis,good
peepshow,nbmj8891.cpp,mjfocus,1989,AC,good
pegasus,pegasus.cpp,,1981,Technosys,good
pegasusm,pegasus.cpp,pegasus,1981,Technosys,good
peip0028,peplus.cpp,,1987,IGT - International Game Technology,good
peip0029,peplus.cpp,peip0028,1987,IGT - International Game Technology,good
peip0031,peplus.cpp,,1987,IGT - International Game Technology,good
peip0041,peplus.cpp,,1987,IGT - International Game Technology,good
peip0051,peplus.cpp,peip0028,1987,IGT - International Game Technology,good
peip0058,peplus.cpp,peip0031,1987,IGT - International Game Technology,good
peip0062,peplus.cpp,peip0028,1987,IGT - International Game Technology,good
peip0074,peplus.cpp,peip0028,1987,IGT - International Game Technology,good
peip0079,peplus.cpp,peip0031,1987,IGT - International Game Technology,good
peip0101,peplus.cpp,peip0028,1987,IGT - International Game Technology,good
peip0103,peplus.cpp,peip0028,1987,IGT - International Game Technology,good
