name,sourcefile,cloneof,year,manufacturer,description,status
m4takepk__b,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 3),preliminary
m4takepk__c,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 4),preliminary
m4takepk__d,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 5),preliminary
m4takepk__e,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 6),preliminary
m4takepk__f,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 7),preliminary
m4takepk__g,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 8),preliminary
m4takepk__h,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 9),preliminary
m4takepk__i,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 10),preliminary
m4takepk__j,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 11),preliminary
m4takepk__k,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 12),preliminary
m4takepk__l,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 13),preliminary
m4takepk__m,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 14),preliminary
m4takepk__n,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 15),preliminary
m4takepk__o,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 16),preliminary
m4takepk__p,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 17),preliminary
m4takepk__q,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 18),preliminary
m4takepk__r,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 19),preliminary
m4takepk__s,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 20),preliminary
m4takepk__t,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 21),preliminary
m4takepk__u,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 22),preliminary
m4takepk__v,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 23),preliminary
m4takepk__w,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 24),preliminary
m4takepk__x,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 25),preliminary
m4takepk__y,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 26),preliminary
m4takepk__z,mpu4sw.cpp,m4takepk,199?,Barcrest,Take Your Pick (Barcrest) (MPU4) (set 27),preliminary
m4tbplay,mpu4.cpp,,199?,Barcrest,Turbo Play (Barcrest) (Dutch) (MPU4) (DTP) (set 1),preliminary
m4tbplaya,mpu4.cpp,m4tbplay,199?,Barcrest,Turbo Play (Barcrest) (Dutch) (MPU4) (DTP) (set 2),preliminary
m4tbplayb,mpu4.cpp,m4tbplay,199?,Barcrest,Turbo Play (Barcrest) (Dutch) (MPU4) (DTP) (set 3),preliminary
m4tbreel,mpu4mod2sw.cpp,,199?,Barcrest,Turbo Reel (Barcrest) (Dutch) (MPU4) (set 1),preliminary
m4tbrldx,mpu4mod2sw.cpp,m4tbreel,199?,Barcrest,"Turbo Reel (Barcrest) (Dutch) (MPU4) (set 3, Deluxe?)",preliminary
m4techno,mpu4.cpp,,199?,Barcrest,Techno Reel (Barcrest) (MPU4) (DTE) (set 1),preliminary
m4technoa,mpu4.cpp,m4techno,199?,Barcrest,Techno Reel (Barcrest) (MPU4) (DTE) (set 2),preliminary
m4tenten,mpu4sw.cpp,,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 1),preliminary
m4tenten__0,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 28),preliminary
m4tenten__1,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 29),preliminary
m4tenten__2,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 30),preliminary
m4tenten__3,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 31),preliminary
m4tenten__4,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 32),preliminary
m4tenten__5,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 33),preliminary
m4tenten__6,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 34),preliminary
m4tenten__7,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 35),preliminary
m4tenten__8,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 36),preliminary
m4tenten__9,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 37),preliminary
m4tenten__a,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 2),preliminary
m4tenten__a0,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 64),preliminary
m4tenten__a1,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 65),preliminary
m4tenten__a2,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 66),preliminary
m4tenten__aa,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 38),preliminary
m4tenten__ab,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 39),preliminary
m4tenten__ac,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 40),preliminary
m4tenten__ad,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 41),preliminary
m4tenten__ae,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 42),preliminary
m4tenten__af,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 43),preliminary
m4tenten__ag,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 44),preliminary
m4tenten__ah,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 45),preliminary
m4tenten__ai,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 46),preliminary
m4tenten__aj,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 47),preliminary
m4tenten__ak,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 48),preliminary
m4tenten__al,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 49),preliminary
m4tenten__am,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 50),preliminary
m4tenten__an,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 51),preliminary
m4tenten__ao,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 52),preliminary
m4tenten__ap,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 53),preliminary
m4tenten__aq,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 54),preliminary
m4tenten__ar,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 55),preliminary
m4tenten__as,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 56),preliminary
m4tenten__at,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 57),preliminary
m4tenten__au,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 58),preliminary
m4tenten__av,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 59),preliminary
m4tenten__aw,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 60),preliminary
m4tenten__ax,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 61),preliminary
m4tenten__ay,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 62),preliminary
m4tenten__az,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 63),preliminary
m4tenten__b,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 3),preliminary
m4tenten__c,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 4),preliminary
m4tenten__d,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 5),preliminary
m4tenten__e,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 6),preliminary
m4tenten__f,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 7),preliminary
m4tenten__g,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 8),preliminary
m4tenten__h,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 9),preliminary
m4tenten__i,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 10),preliminary
m4tenten__j,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 11),preliminary
m4tenten__k,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 12),preliminary
m4tenten__l,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 13),preliminary
m4tenten__m,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 14),preliminary
m4tenten__n,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 15),preliminary
m4tenten__o,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 16),preliminary
m4tenten__p,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 17),preliminary
m4tenten__q,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 18),preliminary
m4tenten__r,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 19),preliminary
m4tenten__s,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 20),preliminary
m4tenten__t,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 21),preliminary
m4tenten__u,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 22),preliminary
m4tenten__v,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 23),preliminary
m4tenten__w,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 24),preliminary
m4tenten__x,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 25),preliminary
m4tenten__y,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 26),preliminary
m4tenten__z,mpu4sw.cpp,m4tenten,199?,Barcrest,10 X 10 (Barcrest) (MPU4) (set 27),preliminary
m4thehit,mpu4mod2sw.cpp,,199?,Barcrest,The Hit (Barcrest) (MPU4),preliminary
m4themob,mpu4mdm.cpp,,199?,Mdm,"The Mob (Mdm) (MPU4, set 1)",preliminary
m4themoba,mpu4mdm.cpp,m4themob,199?,Mdm,"The Mob (Mdm) (MPU4, set 2)",preliminary
m4themobb,mpu4mdm.cpp,m4themob,199?,Mdm,"The Mob (Mdm) (MPU4, set 3)",preliminary
m4thestr,mpu4sw.cpp,,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 1),preliminary
m4thestr__a,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 2),preliminary
m4thestr__b,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 3),preliminary
m4thestr__c,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 4),preliminary
m4thestr__d,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 5),preliminary
m4thestr__e,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 6),preliminary
m4thestr__f,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 7),preliminary
m4thestr__g,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 8),preliminary
m4thestr__h,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 9),preliminary
m4thestr__i,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 10),preliminary
m4thestr__j,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 11),preliminary
m4thestr__k,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 12),preliminary
m4thestr__l,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 13),preliminary
m4thestr__m,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 14),preliminary
m4thestr__n,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 15),preliminary
m4thestr__o,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 16),preliminary
m4thestr__p,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 17),preliminary
m4thestr__q,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 18),preliminary
m4thestr__r,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 19),preliminary
m4thestr__s,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 20),preliminary
m4thestr__t,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 21),preliminary
m4thestr__u,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 22),preliminary
m4thestr__v,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 23),preliminary
m4thestr__w,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 24),preliminary
m4thestr__x,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 25),preliminary
m4thestr__y,mpu4sw.cpp,m4thestr,199?,Barcrest / Bwb,The Streak (Barcrest) (MPU4) (set 26),preliminary
m4tic,mpu4sw.cpp,,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 1),preliminary
m4tic__a,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 2),preliminary
m4tic__b,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 3),preliminary
m4tic__c,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 4),preliminary
m4tic__d,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 5),preliminary
m4tic__e,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 6),preliminary
m4tic__f,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 7),preliminary
m4tic__g,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 8),preliminary
m4tic__h,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 9),preliminary
m4tic__i,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 10),preliminary
m4tic__j,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 11),preliminary
m4tic__k,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 12),preliminary
m4tic__l,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 13),preliminary
m4tic__m,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 14),preliminary
m4tic__n,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 15),preliminary
m4tic__o,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 16),preliminary
m4tic__p,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 17),preliminary
m4tic__r,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 18),preliminary
m4tic__s,mpu4sw.cpp,m4tic,199?,Barcrest / Bwb,Tic Tac Toe (Barcrest) (MPU4) (set 19),preliminary
m4ticcla,mpu4sw.cpp,,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 1),preliminary
m4ticcla__0,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 28),preliminary
m4ticcla__a,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 2),preliminary
m4ticcla__b,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 3),preliminary
m4ticcla__c,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 4),preliminary
m4ticcla__d,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 5),preliminary
m4ticcla__e,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 6),preliminary
m4ticcla__f,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 7),preliminary
m4ticcla__g,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 8),preliminary
m4ticcla__h,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 9),preliminary
m4ticcla__i,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 10),preliminary
m4ticcla__j,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 11),preliminary
m4ticcla__k,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 12),preliminary
m4ticcla__l,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 13),preliminary
m4ticcla__m,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 14),preliminary
m4ticcla__n,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 15),preliminary
m4ticcla__o,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 16),preliminary
m4ticcla__p,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 17),preliminary
m4ticcla__q,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 18),preliminary
m4ticcla__r,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 19),preliminary
m4ticcla__s,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 20),preliminary
m4ticcla__t,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 21),preliminary
m4ticcla__u,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 22),preliminary
m4ticcla__v,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 23),preliminary
m4ticcla__w,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 24),preliminary
m4ticcla__x,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 25),preliminary
m4ticcla__y,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 26),preliminary
m4ticcla__z,mpu4sw.cpp,m4ticcla,199?,Bwb / Barcrest,Tic Tac Toe Classic (Barcrest) (MPU4) (set 27),preliminary
m4ticglc,mpu4sw.cpp,,199?,Bwb / Barcrest,Tic Tac Toe Gold (Barcrest) (MPU4) (set 1),preliminary
m4ticglc__a,mpu4sw.cpp,m4ticglc,199?,Bwb / Barcrest,Tic Tac Toe Gold (Barcrest) (MPU4) (set 2),preliminary
m4ticglc__b,mpu4sw.cpp,m4ticglc,199?,Bwb / Barcrest,Tic Tac Toe Gold (Barcrest) (MPU4) (set 3),preliminary
m4ticglc__c,mpu4sw.cpp,m4ticglc,199?,Bwb / Barcrest,Tic Tac Toe Gold (Barcrest) (MPU4) (set 4),preliminary
m4ticglc__d,mpu4sw.cpp,m4ticglc,199?,Bwb / Barcrest,Tic Tac Toe Gold (Barcrest) (MPU4) (set 5),preliminary
m4tiktak,mpu4mod2sw.cpp,,199?,Barcrest,Tic Tak Cash (Barcrest) (MPU4),preliminary
m4toma,mpu4.cpp,,199?,Barcrest,Tomahawk (Barcrest) (MPU4),preliminary
m4toot,mpu4sw.cpp,,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 1),preliminary
m4toot__0,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 28),preliminary
m4toot__1,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 29),preliminary
m4toot__2,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 30),preliminary
m4toot__3,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 31),preliminary
m4toot__4,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 32),preliminary
m4toot__5,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 33),preliminary
m4toot__6,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 34),preliminary
m4toot__7,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 35),preliminary
m4toot__8,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 36),preliminary
m4toot__9,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 37),preliminary
m4toot__a,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 2),preliminary
m4toot__aa,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 38),preliminary
m4toot__ab,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 39),preliminary
m4toot__ac,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 40),preliminary
m4toot__ad,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 41),preliminary
m4toot__ae,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 42),preliminary
m4toot__af,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 43),preliminary
m4toot__ag,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 44),preliminary
m4toot__ah,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 45),preliminary
m4toot__ai,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 46),preliminary
m4toot__aj,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 47),preliminary
m4toot__ak,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 48),preliminary
m4toot__al,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 49),preliminary
m4toot__b,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 3),preliminary
m4toot__c,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 4),preliminary
m4toot__d,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 5),preliminary
m4toot__e,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 6),preliminary
